SKU,Name,Units,UOM,Price,Mfg,Notes
LUB-1960,Hydraulic Oil 1kg,46,pcs.,407.30,Mobil,need by Friday
NUT-1256,Castle Nut 1/2in,3090,ea,0.74,Wurth,
NUT-1200,Hex Nut M6,870,EA,2.00,Brighton-Best,see attached spec
VLV-1588,Butterfly Valve 2in,29,pcs,402.15,Velan,
PMP-1888,Peristaltic Pump 1in 5HP,5,ea.,3055.82,Xylem,new requirement
BLT-1126,Carriage Bolt M20x100,659,PCS,4.64,Hilti,replacement
WSH-1397,Copper Washer 5/8in,5717,ea.,1.91,McMaster-Carr,need by Friday
MTR-1839,GEAR MOTOR 25HP,10,Pc,143.89,Siemens,see attached spec
MTR-1855,  Stepper Motor 7.5HP ,10,ea.,820.69,Siemens,
PRS-1725,RTD Sensor PT100 0-500psi,14,ea.,168.16,Endress+Hauser,
NUT-1256,Castle Nut 1/2in,2520,PCS,0.90,Wurth,
BLT-1153,U-Bolt M10x50,2495,Pc,5.91,Nord-Lock,
FLG-1507,Weld Neck Flange 4in 150#,89,PCS,201.17,Georg Fischer,
BRG-1098,FLANGED BEARING UNIT 51105,179,ea.,21.42,INA,urgent
BRG-1046,Thrust Ball Bearing 22210,218,PCS,34.70,SKF,see attached spec
NUT-1208,Hex Nut 3/4in,6597,EA,2.99,Grainger,
VLV-1578,Check Valve Swing 1in,2,ea.,287.90,Velan,approved by mgr
MTR-1858,Stepper Motor 20HP,3,pcs,2564.13,Baldor,
NUT-1200,Hex Nut M6,6956,Pc,0.39,Brighton-Best,
HSE-1740,hydraulic fitting 1/2in x 3m,15,pcs.,217.19,Danfoss,see attached spec
PIP-1456,Chrome Moly Pipe 1/2in x 6m,196,pc,131.01,US Steel,replacement
NUT-1274,Weld Nut M16,658,ea,0.10,McMaster-Carr,
PIP-1407,steel pipe sch40 6in x 6m,168,ea.,325.63,POSCO,standard
WSH-1399,Copper Washer 1in,3972,EA,1.03,McMaster-Carr,
ELC-2053,Overload Relay 10A,16,ea.,143.81,ABB,replacement
VLV-1601,Plug Valve 3/4in,18,PCS,623.86,Flowserve,
VLV-1588,Butterfly Valve 2in,32,ea.,53.78,Velan,approved by mgr
VLV-1590,  Butterfly Valve 4in ,49,pcs,149.08,Swagelok,
ELB-1464,Elbow 90deg 1/2in,81,ea,11.16,Victaulic,
FLG-1504,Weld Neck Flange 1in 150#,17,EA,55.22,Boltex,approved by mgr
PMP-1885,Gear Pump 2in 15HP,3,pc,8428.18,Sulzer,
ELC-2080,CABLE GLAND 32A,40,ea,320.96,ABB,
PRS-1683,PRESSURE GAUGE 0-500PSI,21,Pc,164.35,Endress+Hauser,quarterly order
WSH-1342,Fender Washer M10,2316,pcs,1.49,McMaster-Carr,
FLG-1549,Lap Joint Flange 2in 300#,7,PCS,211.88,Georg Fischer,replacement
BLT-1184,Structural Bolt M12x60,3041,pcs,3.66,McMaster-Carr,check inventory first
HSE-1738,Hydraulic Fitting 1/4in x 1m,48,ea,413.32,Bosch Rexroth,replacement
SLV-1935,Shaft Key 75mm,15,pcs,262.70,Dodge,see attached spec
BLT-1180,Structural Bolt M6x20,4274,ea,2.17,Nord-Lock,check inventory first
WSH-1351,wave washer m8,549,PCS,0.45,Fastenal,
WSH-1317,Lock Washer 5/8in,6112,ea,1.02,Nord-Lock,new requirement
ELC-2094,Push Button Switch 16A,29,Pc,5.63,Eaton,backorder ok
BLT-1176,anchor bolt m20x100,2477,EA,3.65,Wurth,new requirement
BLT-1171,Anchor Bolt M8x30,1618,ea.,2.81,Hilti,replacement
NUT-1266,CAGE NUT 1/2IN,1142,pcs.,0.51,McMaster-Carr,quarterly order
NUT-1297,T-Nut 5/8in,4104,pcs,2.96,Grainger,see attached spec
PIP-1407,Steel Pipe SCH40 6in x 6m,193,ea,268.38,POSCO,
ORG-1989,O-Ring Buna-N 10mm ID,189,PCS,23.08,Trelleborg,
HSE-1757,HYDRAULIC PUMP 3/4IN X 3M,20,Pc,376.64,Eaton,see attached spec
LUB-1958,Bearing Grease 200L,36,pc,279.24,Total,backorder ok
WSH-1338,Belleville Washer 3/4in,2985,pcs.,0.35,Nord-Lock,check inventory first
GSK-1663,Graphite Gasket 4in 150#,24,ea.,7.64,Garlock,urgent
BLT-1194,Lag Bolt M12x60,2981,pcs.,4.56,Fastenal,
ELC-2086,Junction Box 16A,41,ea.,149.38,ABB,check inventory first
BLT-1102,Hex Bolt M10x40,936,pcs,4.82,Grainger,check inventory first
WSH-1315,Lock Washer M20,1970,ea,1.01,McMaster-Carr,replacement
MTR-1833,Gear Motor 3HP,7,ea.,975.04,Siemens,urgent
MTR-1833,Gear Motor 3HP,7,ea.,975.04,Siemens,urgent
NUT-1279,Weld Nut 1in,5803,ea,1.67,Fastenal,replacement
ELC-2099,Push Button Switch 100A,10,ea,363.33,Eaton,standard
PRS-1720,Thermocouple Type K 0-300C,8,pc,312.63,Endress+Hauser,approved by mgr
SLV-1914,Shaft Coupling 25mm,12,ea,19.89,Martin Sprocket,approved by mgr
HSE-1771,Quick Disconnect Coupling 3/8in x 2m,32,ea,294.54,Eaton,urgent
VLV-1556,Ball Valve Full Port 2in,33,ea,164.25,Velan,
MTR-1830,Gear Motor 0.5HP,3,Pc,3288.97,ABB,new requirement
ORG-2001,O-Ring Viton 30mm ID,311,PCS,43.16,Trelleborg,
HSE-1743,  Hydraulic Fitting 1/4in ,42,ea,267.10,Parker,
PIP-1419,Carbon Steel Pipe SCH80 1.5in x 6m,156,PCS,198.29,ArcelorMittal,
ORG-1992,O-Ring Buna-N 25mm ID,364,Pc,20.07,Parker,
SLV-1950,Mechanical Seal 60mm,20,ea,42.48,Martin Sprocket,urgent
PMP-1880,Diaphragm Pump 3in 20HP,2,PCS,5019.51,Flowserve,check inventory first
HSE-1756,Hydraulic Pump 1/2in x 3m,14,ea.,507.90,Bosch Rexroth,urgent
WSH-1342,Fender Washer M10,2039,Pc,0.26,McMaster-Carr,urgent
ELB-1500,Reducing Elbow 2in,43,pc,60.33,Smith-Cooper,
BLT-1157,U-Bolt 1/2x2in,4656,ea,2.90,Hilti,see attached spec
BRG-1057,needle roller bearing nu210,265,Pc,111.44,NSK,
SLV-1925,Shaft Collar 50mm,36,EA,65.55,John Crane,see attached spec
WSH-1303,Flat Washer M12,2502,Pc,1.11,Nord-Lock,
WSH-1360,Tab Washer M6,9040,Pc,0.49,Fastenal,
MTR-1845,servo motor 7.5hp,10,Pc,2211.75,Regal Beloit,
HSE-1760,Hydraulic Pump 3/8in,11,ea,504.87,Bosch Rexroth,see attached spec
WSH-1310,Lock Washer M6,1372,pc,1.53,McMaster-Carr,new requirement
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,22,ea.,73.86,Lincoln Electric,new requirement
FLG-1544,Lap Joint Flange 1in 150#,15,pcs,179.36,Texas Flange,replacement
FLG-1544,Lap Joint Flange 1in 150#,15,pcs,179.36,Texas Flange,replacement
PMP-1905,Booster Pump 4in 25HP,2,ea.,1938.01,Flowserve,replacement
ELB-1481,Long Radius Elbow 90deg 3/4in,179,EA,67.44,Georg Fischer,need by Friday
BLT-1173,Anchor Bolt M10x50,1595,PCS,3.82,Grainger,approved by mgr
FLG-1544,Lap Joint Flange 1in 150#,17,PCS,258.35,Texas Flange,backorder ok
FLG-1548,Lap Joint Flange 6in 150#,100,pc,92.00,Texas Flange,urgent
NUT-1202,Hex Nut M10,1482,pcs,2.78,Wurth,check inventory first
HSE-1774,Quick Disconnect Coupling 1in x 5m,21,pcs.,164.31,Eaton,
WSH-1371,Sealing Washer M8,8395,pc,0.45,Fastenal,
ELC-2045,Contactor 10A,50,ea.,98.05,ABB,approved by mgr
BRG-1071,  Self-Aligning Bearing 6208 ,65,pcs.,86.56,FAG,replacement
FLG-1512,Slip-On Flange 1in 150#,32,pc,242.25,Bonney Forge,quarterly order
VLV-1561,gate valve 3/4in,33,PCS,648.56,Flowserve,see attached spec
ORG-2026,Lip Seal 40mm ID,238,PCS,1.38,Freudenberg,quarterly order
PIP-1454,Copper Tube Type L 4in x 6m,66,pcs,62.76,POSCO,standard
FLG-1549,Lap Joint Flange 2in 300#,49,pcs.,252.33,Georg Fischer,quarterly order
BLT-1103,Hex Bolt M10x50,3703,pcs.,4.93,Grainger,quarterly order
VLV-1587,Butterfly Valve 1.5in,28,PCS,776.48,Neles,new requirement
ELC-2095,Push Button Switch 25A,47,EA,55.96,Schneider Electric,
ORG-2003,O-Ring Viton 50mm ID,431,pcs.,11.37,Freudenberg,need by Friday
BRG-1062,Pillow Block Bearing 6310,114,pcs,98.06,Timken,approved by mgr
ORG-2009,O-Ring Silicone 30mm ID,489,PCS,6.41,James Walker,need by Friday
ELB-1491,street elbow 90deg 1.5in,130,pcs,35.05,Smith-Cooper,need by Friday
WSH-1332,  Belleville Washer M10 ,6647,pcs,0.10,Grainger,
HSE-1745,  Hydraulic Fitting 1/2in ,48,pc,289.95,Danfoss,quarterly order
NUT-1256,Castle Nut 1/2in,1538,pcs,2.88,Wurth,replacement
MTR-1836,Gear Motor 10HP,10,pc,3110.65,Regal Beloit,new requirement
FLT-1804,Water Filter Cartridge 25 Micron,22,pc,51.81,Mahle,need by Friday
PRS-1703,level transmitter 0-200psi,25,EA,162.03,WIKA,urgent
VLV-1569,Globe Valve 3/4in,26,PCS,515.18,Velan,
LUB-1957,  Bearing Grease 20L ,11,Pc,201.65,Castrol,see attached spec
ELC-2093,PUSH BUTTON SWITCH 10A,18,pc,237.95,Eaton,
PIP-1430,  Galvanized Pipe 4in x 6m ,101,PCS,61.40,ArcelorMittal,
PRS-1721,Thermocouple Type K 2in line,20,pcs,312.85,Endress+Hauser,replacement
ORG-1998,  O-Ring Viton 15mm ID ,198,ea.,34.86,Freudenberg,approved by mgr
PIP-1409,SS Pipe SCH10 3/4in x 6m,145,ea,316.85,Tenaris,quarterly order
LUB-1958,Bearing Grease 200L,9,pc,139.67,Total,approved by mgr
BLT-1186,Structural Bolt M20x100,4521,Pc,3.26,Grainger,
WLD-2130,  Flux Core Wire E71T-1 1.2mm x 15kg ,56,pc,96.46,Bohler,standard
ELC-2081,Cable Gland 40A,26,ea,192.90,Allen-Bradley,quarterly order
PMP-1870,centrifugal pump 1in 5hp,1,pcs.,3832.29,Sulzer,new requirement
GSK-1680,Metal Jacketed Gasket 2in 300#,163,pc,45.51,Lamons,see attached spec
ELB-1469,Elbow 90deg 3in,77,pcs.,83.31,Victaulic,
GSK-1642,Ring Joint Gasket 4in 150#,149,PCS,8.52,Klinger,urgent
WSH-1323,Spring Washer M12,1444,PCS,0.17,Grainger,
BLT-1169,Stud Bolt 3/4x4in,2859,EA,3.05,McMaster-Carr,standard
VLV-1578,Check Valve Swing 1in,46,Pc,521.42,Velan,
ORG-1995,O-Ring Buna-N 50mm ID,391,pcs.,6.27,Parker,quarterly order
SLV-1941,Shaft Seal 50mm,10,ea.,240.09,Martin Sprocket,backorder ok
ELC-2089,Junction Box 40A,48,EA,22.83,Schneider Electric,
FLG-1506,Weld Neck Flange 3in 150#,28,ea,48.05,Bonney Forge,quarterly order
WSH-1355,Wave Washer M20,3441,pcs,1.78,Fastenal,approved by mgr
ELC-2037,CIRCUIT BREAKER 10A,37,EA,6.07,Schneider Electric,
FLT-1797,Fuel Filter 10 Micron,66,Pc,105.15,Parker,urgent
VLV-1563,  Gate Valve 1.5in ,41,ea,592.31,Flowserve,need by Friday
ORG-2022,Lip Seal 15mm ID,433,pcs,21.86,SKF,backorder ok
MTR-1826,Electric Motor 3Phase 10HP,6,pcs,2797.20,Baldor,urgent
VLV-1610,Diaphragm Valve 1in,43,EA,129.38,Velan,urgent
ELC-2082,Cable Gland 63A,7,pcs,175.54,Allen-Bradley,
VLV-1557,Ball Valve Full Port 3in,42,EA,779.47,Neles,
PIP-1453,Copper Tube Type L 3in x 6m,147,EA,280.49,Tata Steel,
ORG-2031,V-Ring Seal 20mm ID,61,Pc,6.41,SKF,quarterly order
BRG-1079,SELF-ALIGNING BEARING UC205,371,EA,58.90,Timken,approved by mgr
NUT-1271,Weld Nut M8,4936,pc,1.84,Fastenal,
PRS-1702,level transmitter 0-100psi,10,Pc,256.73,Emerson Rosemount,approved by mgr
BLT-1179,Anchor Bolt 3/4x4in,4475,pcs.,3.78,Hilti,new requirement
SLV-1912,Shaft Sleeve 80mm,30,pcs,123.80,Timken,
SLV-1935,Shaft Key 75mm,29,pcs,129.56,Dodge,
GSK-1648,ptfe envelope gasket 3in 150#,128,ea.,55.77,Klinger,quarterly order
PMP-1897,Screw Pump 2in 15HP,5,pcs.,5600.14,Flowserve,need by Friday
FLG-1530,SOCKET WELD FLANGE 3IN 150#,7,ea,171.56,Texas Flange,new requirement
BLT-1121,Carriage Bolt M8x30,4869,EA,2.56,Nord-Lock,check inventory first
GSK-1651,PTFE ENVELOPE GASKET 8IN 150#,176,ea,56.39,Flexitallic,backorder ok
WSH-1302,Flat Washer M10,9396,PCS,0.42,Fastenal,
PMP-1896,Screw Pump 2in 10HP,3,pc,4287.20,Ebara,backorder ok
PRS-1682,Pressure Gauge 0-200psi,7,pcs.,122.98,WIKA,see attached spec
LUB-1981,Anti-Seize Compound 5L,31,Pc,411.32,Castrol,
BRG-1035,Spherical Roller Bearing 7208,445,pcs,97.86,SKF,
WSH-1343,  Fender Washer M12 ,6146,pc,0.63,McMaster-Carr,see attached spec
WSH-1343,  Fender Washer M12 ,6146,pc,0.63,McMaster-Carr,see attached spec
PIP-1411,SS Pipe SCH10 1.5in x 6m,93,ea,302.76,Tenaris,need by Friday
SLV-1938,Shaft Seal 25mm,20,EA,179.33,Dodge,new requirement
ELC-2075,terminal block 100a,43,pcs,330.02,Allen-Bradley,need by Friday
WSH-1307,Flat Washer 5/8in,2770,pcs.,0.20,Grainger,replacement
WSH-1307,Flat Washer 5/8in,2770,pcs.,0.20,Grainger,replacement
MTR-1828,Electric Motor 3Phase 20HP,7,Pc,2116.40,Siemens,new requirement
MTR-1849,Servo Motor 25HP,2,EA,1342.59,ABB,
ORG-2031,V-Ring Seal 20mm ID,129,PCS,23.82,SKF,
BRG-1068,Pillow Block Bearing 51105,491,ea,28.61,SKF,quarterly order
VLV-1600,Plug Valve 1/2in,6,ea,153.02,Neles,check inventory first
ELC-2051,Contactor 100A,37,pcs,199.91,Allen-Bradley,check inventory first
ELC-2051,Contactor 100A,37,pcs,199.91,Allen-Bradley,check inventory first
ELC-2067,Control Transformer 100A,48,pc,119.38,Schneider Electric,backorder ok
GSK-1639,Ring Joint Gasket 1in 150#,143,ea.,5.66,Garlock,
PIP-1400,Steel Pipe SCH40 1/2in x 6m,64,ea.,135.87,Tenaris,
HSE-1772,Quick Disconnect Coupling 1/2in x 3m,9,ea,248.65,Danfoss,see attached spec
PIP-1448,Copper Tube Type L 1/2in x 6m,171,EA,337.67,POSCO,quarterly order
ORG-2011,O-Ring Silicone 50mm ID,71,ea.,13.62,Parker,check inventory first
BLT-1185,Structural Bolt M16x80,2620,pcs,1.22,Hilti,
ORG-2002,O-RING VITON 40MM ID,283,PCS,22.60,Trelleborg,standard
ORG-2029,  V-Ring Seal 10mm ID ,443,EA,41.29,SKF,see attached spec
ORG-2029,  V-Ring Seal 10mm ID ,443,EA,41.29,SKF,see attached spec
ELB-1484,Long Radius Elbow 90deg 2in,178,pc,49.84,Anvil International,
HSE-1734,Hydraulic Hose 1in x 5m,17,ea,200.59,Bosch Rexroth,check inventory first
BLT-1157,U-Bolt 1/2x2in,4523,pcs,6.33,Hilti,
NUT-1261,Cage Nut M8,5966,ea.,2.86,Grainger,standard
FLT-1798,Fuel Filter 25 Micron,36,ea.,166.30,Mahle,backorder ok
ELC-2064,Control Transformer 32A,30,pcs.,279.25,Eaton,replacement
ELC-2064,Control Transformer 32A,30,pcs.,279.25,Eaton,replacement
BRG-1025,Angular Contact Bearing 7208,353,pcs.,74.54,FAG,new requirement
GSK-1676,  Metal Jacketed Gasket 3in 150# ,50,Pc,38.50,Flexitallic,need by Friday
FLG-1534,Socket Weld Flange 4in 300#,42,pcs,115.25,Bonney Forge,standard
GSK-1668,Kammprofile Gasket 2in 150#,127,PCS,47.34,Teadit,check inventory first
GSK-1668,Kammprofile Gasket 2in 150#,127,PCS,47.34,Teadit,check inventory first
GSK-1637,Spiral Wound Gasket 8in 150#,137,ea.,11.94,Garlock,approved by mgr
GSK-1633,spiral wound gasket 2in 150#,141,Pc,44.96,Garlock,see attached spec
NUT-1288,Acorn Nut 3/4in,8272,ea,0.73,McMaster-Carr,
HSE-1733,Hydraulic Hose 3/4in x 3m,46,ea,507.37,Bosch Rexroth,backorder ok
ORG-1994,O-Ring Buna-N 40mm ID,129,EA,2.70,Freudenberg,replacement
PMP-1889,  Peristaltic Pump 1.5in 7.5HP ,4,pc,3398.10,Xylem,
SLV-1933,Shaft Key 50mm,38,pcs.,277.57,Lovejoy,
FLG-1515,Slip-On Flange 4in 150#,38,pcs.,165.97,Texas Flange,
NUT-1243,WING NUT M12,2618,pcs,1.92,Brighton-Best,urgent
ELC-2082,Cable Gland 63A,42,EA,118.96,Allen-Bradley,need by Friday
FLT-1787,Air Filter Element 50 Micron,38,pcs.,97.46,Parker,
LUB-1963,Hydraulic Oil 200L,36,ea.,198.57,Shell,see attached spec
PMP-1879,Diaphragm Pump 2in 15HP,2,Pc,4894.75,Grundfos,
PIP-1407,Steel Pipe SCH40 6in x 6m,34,ea,325.85,POSCO,
ORG-2008,O-Ring Silicone 25mm ID,241,Pc,0.85,Freudenberg,quarterly order
WLD-2117,MIG Wire ER70S-6 1.0mm x 15kg,44,pcs,46.57,Lincoln Electric,
BLT-1123,Carriage Bolt M10x50,4685,Pc,3.10,Nord-Lock,
MTR-1863,Explosion Proof Motor 3HP,7,Pc,2022.39,Nidec,urgent
WSH-1370,Sealing Washer M6,9090,pcs,1.56,Fastenal,
MTR-1845,servo motor 7.5hp,7,pcs.,2450.92,Regal Beloit,backorder ok
MTR-1845,servo motor 7.5hp,7,pcs.,2450.92,Regal Beloit,backorder ok
VLV-1601,PLUG VALVE 3/4IN,4,ea,437.37,Flowserve,
GSK-1647,PTFE ENVELOPE GASKET 2IN 150#,113,ea.,49.31,Klinger,
WLD-2102,Welding Rod E6010 3.2mm x 5kg,16,pc,91.54,Lincoln Electric,
WSH-1338,Belleville Washer 3/4in,4537,pcs.,1.02,Nord-Lock,replacement
PIP-1417,Carbon Steel Pipe SCH80 3/4in x 6m,94,ea,328.42,Nippon Steel,
BLT-1190,LAG BOLT M6X20,3579,EA,3.09,McMaster-Carr,
WSH-1370,SEALING WASHER M6,5147,PCS,1.13,Fastenal,
NUT-1234,Coupling Nut M16,4522,pcs,0.77,Fastenal,urgent
NUT-1284,Acorn Nut M16,7219,pcs.,1.31,Brighton-Best,
NUT-1210,Lock Nut Nylon Insert M6,9898,pcs,0.58,Grainger,quarterly order
WSH-1367,tab washer 5/8in,5698,ea.,0.52,Nord-Lock,
WSH-1367,tab washer 5/8in,5698,ea.,0.52,Nord-Lock,
BLT-1119,socket head cap screw 3/4x4in,193,pcs.,0.61,Grainger,
HSE-1752,hydraulic cylinder 3/8in,50,pcs,544.94,Hydac,need by Friday
ORG-2024,Lip Seal 25mm ID,77,pc,11.85,James Walker,need by Friday
WSH-1383,  Fiber Washer M12 ,4061,pcs,1.58,Fastenal,replacement
ELB-1472,Elbow 45deg 1/2in,67,ea.,83.24,Bonney Forge,
VLV-1610,Diaphragm Valve 1in,15,ea,763.11,Velan,
VLV-1610,Diaphragm Valve 1in,15,ea,763.11,Velan,
VLV-1567,Gate Valve 6in,6,EA,463.48,Emerson,
BRG-1035,Spherical Roller Bearing 7208,421,ea,106.75,SKF,urgent
SLV-1930,Shaft Key 25mm,38,pcs.,124.45,John Crane,need by Friday
ELC-2038,Circuit Breaker 16A,17,ea.,37.75,Allen-Bradley,
VLV-1572,  Globe Valve 2in ,13,pc,40.97,Cameron,quarterly order
LUB-1967,Gear Oil 20L,30,pc,97.71,Mobil,
MTR-1830,Gear Motor 0.5HP,3,pcs,1157.30,ABB,
PMP-1877,diaphragm pump 1.5in 7.5hp,1,ea,6149.42,KSB,urgent
HSE-1757,Hydraulic Pump 3/4in x 3m,3,ea,183.34,Eaton,
NUT-1248,Wing Nut 3/4in,8759,pc,0.94,Brighton-Best,replacement
WLD-2119,TIG Rod ER308L 2.5mm x 5kg,12,pcs,66.95,Bohler,
WLD-2128,Flux Core Wire E71T-1 0.8mm x 15kg,97,ea,24.42,Miller,new requirement
PIP-1443,CPVC Pipe 1.5in x 6m,70,ea.,260.90,Tenaris,urgent
NUT-1278,Weld Nut 3/4in,2651,pcs.,2.49,Fastenal,need by Friday
ELC-2097,PUSH BUTTON SWITCH 40A,26,Pc,259.68,Allen-Bradley,see attached spec
HSE-1734,Hydraulic Hose 1in x 5m,4,EA,273.87,Bosch Rexroth,approved by mgr
VLV-1555,ball valve full port 1.5in,34,ea.,333.33,Flowserve,need by Friday
VLV-1555,ball valve full port 1.5in,34,ea.,333.33,Flowserve,need by Friday
SLV-1918,Shaft Coupling 60mm,28,Pc,283.48,Timken,check inventory first
SLV-1925,shaft collar 50mm,11,EA,181.33,John Crane,check inventory first
BLT-1189,Structural Bolt 3/4x4in,3814,pc,2.83,McMaster-Carr,quarterly order
MTR-1845,Servo Motor 7.5HP,9,EA,3122.62,Regal Beloit,
MTR-1845,Servo Motor 7.5HP,9,EA,3122.62,Regal Beloit,
VLV-1598,Needle Valve 4in,35,pc,429.79,Velan,new requirement
VLV-1598,Needle Valve 4in,35,pc,429.79,Velan,new requirement
ELC-2088,Junction Box 32A,24,pc,294.49,Schneider Electric,replacement
SLV-1951,Mechanical Seal 75mm,13,pc,159.67,Martin Sprocket,check inventory first
WLD-2113,MIG Wire ER70S-6 2.5mm x 5kg,79,EA,50.93,Hobart,urgent
BLT-1172,Anchor Bolt M10x40,1571,pcs.,5.64,Grainger,need by Friday
ORG-1999,  O-Ring Viton 20mm ID ,238,ea,12.90,Trelleborg,replacement
VLV-1609,Diaphragm Valve 3/4in,26,ea,408.19,Flowserve,
FLG-1544,Lap Joint Flange 1in 150#,55,pc,130.37,Texas Flange,
HSE-1759,Hydraulic Pump 1/4in,43,pcs,464.69,Eaton,backorder ok
BRG-1033,Spherical Roller Bearing 30206,42,ea,56.08,Koyo,see attached spec
MTR-1864,Explosion Proof Motor 5HP,10,ea.,1676.48,WEG,
NUT-1216,Lock Nut Nylon Insert 1/2in,9459,ea.,1.33,McMaster-Carr,need by Friday
MTR-1832,Gear Motor 2HP,4,ea.,2896.80,Regal Beloit,
VLV-1629,Solenoid Valve 3in,4,EA,108.75,Velan,quarterly order
WSH-1340,  Fender Washer M6 ,2022,ea.,1.74,Nord-Lock,standard
BRG-1090,Flanged Bearing Unit 6205,83,ea.,99.78,NTN,urgent
FLG-1508,Weld Neck Flange 6in 150#,74,ea,126.75,Coastal Flange,approved by mgr
PMP-1883,Gear Pump 1.5in 7.5HP,1,pcs,5073.82,KSB,
GSK-1680,Metal Jacketed Gasket 2in 300#,124,ea.,47.25,Lamons,backorder ok
VLV-1629,  Solenoid Valve 3in ,36,pcs,765.35,Velan,backorder ok
NUT-1218,Lock Nut Nylon Insert 3/4in,9736,pcs,1.51,Grainger,urgent
NUT-1218,Lock Nut Nylon Insert 3/4in,9736,pcs,1.51,Grainger,urgent
BRG-1047,Thrust Ball Bearing NU210,157,pc,84.60,NSK,
PMP-1881,Diaphragm Pump 4in 25HP,5,ea,883.91,Sulzer,urgent
PMP-1881,Diaphragm Pump 4in 25HP,5,ea,883.91,Sulzer,urgent
PIP-1436,PVC Pipe SCH40 2in x 6m,181,Pc,316.76,Nippon Steel,
FLG-1515,Slip-On Flange 4in 150#,16,pcs,73.37,Texas Flange,check inventory first
MTR-1866,explosion proof motor 10hp,3,pc,2371.21,Siemens,approved by mgr
SLV-1943,shaft seal 75mm,2,pc,268.05,Timken,
GSK-1670,KAMMPROFILE GASKET 4IN 150#,32,PCS,57.79,Lamons,quarterly order
ELC-2067,Control Transformer 100A,21,Pc,307.28,Schneider Electric,urgent
PRS-1689,Temperature Gauge 0-200psi,30,pcs.,393.76,WIKA,see attached spec
PRS-1699,Flow Meter 0-300C,13,pcs.,295.07,Ashcroft,check inventory first
BLT-1170,Anchor Bolt M6x20,1640,ea,5.36,Wurth,
BLT-1170,Anchor Bolt M6x20,1640,ea,5.36,Wurth,
BLT-1148,EYE BOLT 5/8X3IN,53,EA,1.72,Fastenal,
NUT-1242,WING NUT M10,3377,pc,2.47,Wurth,backorder ok
BRG-1035,Spherical Roller Bearing 7208,236,pcs,66.78,SKF,backorder ok
HSE-1776,Quick Disconnect Coupling 3/8in,21,pcs,158.70,Eaton,approved by mgr
ORG-2013,Oil Seal 10mm ID,19,PCS,32.80,Freudenberg,
BRG-1061,  Pillow Block Bearing 6208 ,340,EA,25.64,INA,new requirement
BLT-1104,Hex Bolt M12x60,1194,pcs.,0.23,Grainger,
VLV-1605,Plug Valve 3in,17,ea.,787.57,Cameron,quarterly order
NUT-1277,Weld Nut 5/8in,3942,PCS,0.16,McMaster-Carr,need by Friday
WSH-1392,Copper Washer M10,3235,pcs,1.81,Grainger,approved by mgr
BLT-1143,Eye Bolt M10x50,1869,pcs.,1.42,Hilti,replacement
PMP-1876,  Diaphragm Pump 1in 5HP ,1,EA,4410.21,Ebara,standard
ELC-2067,control transformer 100a,14,ea.,75.60,Schneider Electric,
ELC-2067,control transformer 100a,14,ea.,75.60,Schneider Electric,
SLV-1939,Shaft Seal 30mm,26,EA,57.31,Lovejoy,
ORG-2013,Oil Seal 10mm ID,274,PCS,38.18,Freudenberg,urgent
GSK-1656,rubber gasket 4in 150#,26,pc,40.39,Klinger,need by Friday
BLT-1102,Hex Bolt M10x40,4614,PCS,4.14,Grainger,approved by mgr
WSH-1304,Flat Washer M16,2823,ea,0.29,Grainger,urgent
PRS-1692,Temperature Gauge 0-300C,22,EA,291.55,Honeywell,standard
BLT-1111,Socket Head Cap Screw M8x30,1338,PCS,2.45,Grainger,need by Friday
PRS-1707,Level Transmitter 2in line,11,pcs,27.20,Yokogawa,
BRG-1012,Tapered Roller Bearing 6310,193,EA,15.83,Koyo,backorder ok
NUT-1260,Cage Nut M6,8200,EA,2.93,Wurth,
BRG-1005,Deep Groove Ball Bearing 7208,471,Pc,72.39,NSK,see attached spec
BRG-1005,Deep Groove Ball Bearing 7208,471,Pc,72.39,NSK,see attached spec
SLV-1932,Shaft Key 40mm,36,PCS,165.53,Timken,
BRG-1001,Deep Groove Ball Bearing 6208,409,pc,97.35,Timken,
WSH-1356,  Wave Washer 1/2in ,3324,pcs.,1.74,Fastenal,see attached spec
MTR-1830,Gear Motor 0.5HP,9,pcs.,1261.47,ABB,need by Friday
ELB-1484,Long Radius Elbow 90deg 2in,27,pcs.,18.18,Anvil International,
BLT-1145,Eye Bolt M16x80,69,EA,7.73,Grainger,quarterly order
WLD-2115,MIG Wire ER70S-6 4.0mm x 5kg,11,PCS,111.18,Bohler,new requirement
ELC-2077,Cable Gland 10A,28,EA,326.70,Siemens,urgent
ELC-2077,Cable Gland 10A,28,EA,326.70,Siemens,urgent
NUT-1254,Castle Nut M16,7375,pcs,1.80,Fastenal,check inventory first
FLT-1812,bag filter 100 micron,40,ea.,93.91,Pall Corporation,
VLV-1582,Check Valve Swing 4in,13,Pc,714.55,Crane,need by Friday
PIP-1450,Copper Tube Type L 1in x 6m,194,pc,274.35,ArcelorMittal,
HSE-1772,Quick Disconnect Coupling 1/2in x 3m,50,PCS,189.12,Danfoss,backorder ok
PRS-1717,Thermocouple Type K 0-200psi,4,pc,214.70,Emerson Rosemount,backorder ok
WSH-1355,Wave Washer M20,8700,pcs.,1.67,Fastenal,
VLV-1602,plug valve 1in,41,PCS,247.85,Velan,
