Part Number,Description,Qty,UOM,Unit Price,Supplier
GSK-1664,  Graphite Gasket 6in 150# ,93,ea,10.85,Swagelok Authorized
PIP-1406,STEEL PIPE SCH40 4IN X 6M,140,EA,168.94,Georg Fischer Piping
LUB-1988,Penetrating Oil 200L,13,Pcs,71.44,Fastenal Direct
BRG-1099,Flanged Bearing Unit UC205,254,ea.,94.41,Parker Hannifin
BLT-1188,Structural Bolt 5/8x3in,651,Pcs,2.62,ABB Sales Division
SLV-1950,Mechanical Seal 60mm,15,Pcs,285.34,Parker Hannifin
LUB-1957,Bearing Grease 20L,8,pcs,316.03,Swagelok Authorized
BRG-1028,Angular Contact Bearing 51105,19,ea.,114.36,SKF Distributor Inc
BRG-1000,Deep Groove Ball Bearing 6205,30,Pcs,75.75,ABB Sales Division
BRG-1043,Thrust Ball Bearing 30206,140,Each,110.84,SKF Distributor Inc
BRG-1043,Thrust Ball Bearing 30206,140,Each,110.84,SKF Distributor Inc
ORG-2003,O-Ring Viton 50mm ID,23,pcs.,40.89,Georg Fischer Piping
BRG-1022,Angular Contact Bearing 6310,254,Each,84.28,ABB Sales Division
SLV-1940,Shaft Seal 40mm,30,pcs,105.98,Georg Fischer Piping
BLT-1110,Socket Head Cap Screw M6x20,3383,Each,5.79,McMaster Supply Co
BLT-1110,Socket Head Cap Screw M6x20,3383,Each,5.79,McMaster Supply Co
BLT-1145,Eye Bolt M16x80,1367,EA,5.19,Fastenal Direct
VLV-1618,Relief Valve 1in,30,Pieces,643.51,Swagelok Authorized
BLT-1152,U-Bolt M10x40,2615,pcs,2.17,ABB Sales Division
WSH-1343,Fender Washer M12,1959,Pieces,1.23,SKF Distributor Inc
FLG-1520,Blind Flange 1in 150#,11,ea,207.39,Swagelok Authorized
ORG-2014,Oil Seal 15mm ID,363,EA,29.75,Parker Hannifin
NUT-1273,Weld Nut M12,8896,Pieces,0.46,Fastenal Direct
HSE-1756,Hydraulic Pump 1/2in x 3m,24,Pieces,468.80,SKF Distributor Inc
VLV-1553,BALL VALVE FULL PORT 3/4IN,4,EA,724.56,McMaster Supply Co
NUT-1262,cage nut m10,1564,Each,0.22,Georg Fischer Piping
WSH-1367,Tab Washer 5/8in,9402,Each,0.02,Georg Fischer Piping
SLV-1925,Shaft Collar 50mm,21,ea,45.00,Fastenal Direct
MTR-1839,Gear Motor 25HP,1,Pcs,1738.28,Grainger Industrial
BRG-1006,DEEP GROOVE BALL BEARING 22210,398,Pieces,87.57,SKF Distributor Inc
BLT-1182,Structural Bolt M10x40,3438,EA,3.42,Parker Hannifin
NUT-1239,Coupling Nut 1in,6524,Pcs,1.01,Fastenal Direct
SLV-1945,Shaft Seal 100mm,8,ea,269.59,Parker Hannifin
WLD-2115,  MIG Wire ER70S-6 4.0mm x 5kg ,75,pcs.,64.78,Grainger Industrial
ORG-1992,O-Ring Buna-N 25mm ID,184,Pcs,12.04,Grainger Industrial
WLD-2117,MIG WIRE ER70S-6 1.0MM X 15KG,14,pcs.,95.77,Georg Fischer Piping
FLG-1537,threaded flange 2in 150#,54,ea,128.79,McMaster Supply Co
BLT-1175,anchor bolt m16x80,4621,ea.,1.47,Parker Hannifin
LUB-1959,Hydraulic Oil 400g,45,Pieces,52.17,Georg Fischer Piping
PIP-1431,galvanized pipe 6in x 6m,183,ea.,86.68,McMaster Supply Co
WSH-1322,Spring Washer M10,2264,pcs.,0.70,McMaster Supply Co
BRG-1023,Angular Contact Bearing 30206,148,Pcs,46.87,Swagelok Authorized
BRG-1023,Angular Contact Bearing 30206,148,Pcs,46.87,Swagelok Authorized
BRG-1095,Flanged Bearing Unit 7208,171,pcs.,112.42,Grainger Industrial
LUB-1957,Bearing Grease 20L,13,Pcs,159.33,Grainger Industrial
LUB-1977,Chain Lubricant 20L,39,Pieces,236.78,Georg Fischer Piping
BLT-1176,Anchor Bolt M20x100,2131,Pcs,6.33,SKF Distributor Inc
HSE-1772,Quick Disconnect Coupling 1/2in x 3m,33,Pieces,393.02,McMaster Supply Co
WSH-1329,Spring Washer 1in,9248,Pieces,1.18,Swagelok Authorized
BLT-1142,Eye Bolt M10x40,2653,ea,2.69,Georg Fischer Piping
WSH-1360,Tab Washer M6,121,Pcs,0.51,Swagelok Authorized
NUT-1217,Lock Nut Nylon Insert 5/8in,9906,ea.,2.11,McMaster Supply Co
WSH-1305,  Flat Washer M20 ,3052,ea,0.13,Fastenal Direct
NUT-1267,Cage Nut 5/8in,8663,pcs.,2.69,Fastenal Direct
BLT-1198,Lag Bolt 5/8x3in,3043,Pcs,1.47,Georg Fischer Piping
NUT-1235,COUPLING NUT M20,845,pcs.,1.44,Swagelok Authorized
NUT-1282,Acorn Nut M10,2539,Pcs,0.83,ABB Sales Division
NUT-1211,Lock Nut Nylon Insert M8,4373,Pcs,0.49,Swagelok Authorized
NUT-1235,Coupling Nut M20,9912,ea.,1.36,McMaster Supply Co
NUT-1235,Coupling Nut M20,9912,ea.,1.36,McMaster Supply Co
GSK-1634,Spiral Wound Gasket 3in 150#,143,pcs.,54.29,Swagelok Authorized
SLV-1951,Mechanical Seal 75mm,18,pcs,222.93,McMaster Supply Co
VLV-1631,Solenoid Valve 6in,11,pcs.,724.41,Georg Fischer Piping
PMP-1882,gear pump 1in 5hp,3,Pieces,7737.49,Grainger Industrial
MTR-1843,Servo Motor 3HP,5,pcs.,1819.98,Swagelok Authorized
PIP-1449,Copper Tube Type L 3/4in x 6m,61,ea,68.89,Swagelok Authorized
WSH-1366,Tab Washer 1/2in,3317,Each,0.15,SKF Distributor Inc
WSH-1366,Tab Washer 1/2in,3317,Each,0.15,SKF Distributor Inc
WLD-2127,Flux Core Wire E71T-1 4.0mm x 5kg,42,pcs.,92.26,Grainger Industrial
BRG-1044,Thrust Ball Bearing 30208,79,EA,65.28,Fastenal Direct
LUB-1961,Hydraulic Oil 5L,14,ea.,217.25,ABB Sales Division
BLT-1186,  Structural Bolt M20x100 ,1631,ea,1.95,Grainger Industrial
ELC-2048,Contactor 32A,43,Each,144.74,Swagelok Authorized
FLT-1803,Water Filter Cartridge 10 Micron,88,Pieces,157.08,Fastenal Direct
PIP-1416,Carbon Steel Pipe SCH80 1/2in x 6m,169,Pieces,78.30,Swagelok Authorized
WSH-1347,  Fender Washer 5/8in ,4047,pcs,1.70,Grainger Industrial
WSH-1347,  Fender Washer 5/8in ,4047,pcs,1.70,Grainger Industrial
WSH-1310,Lock Washer M6,9135,ea,0.18,Georg Fischer Piping
BRG-1043,Thrust Ball Bearing 30206,23,ea.,108.68,ABB Sales Division
HSE-1745,Hydraulic Fitting 1/2in,34,ea,209.38,Grainger Industrial
ELB-1491,Street Elbow 90deg 1.5in,42,ea.,82.92,SKF Distributor Inc
BLT-1101,Hex Bolt M8x30,4750,EA,0.80,ABB Sales Division
VLV-1601,Plug Valve 3/4in,38,Pieces,698.37,McMaster Supply Co
BLT-1129,Carriage Bolt 3/4x4in,3826,pcs,1.07,Grainger Industrial
PMP-1891,PERISTALTIC PUMP 2IN 15HP,5,pcs,913.54,Fastenal Direct
ELC-2085,Junction Box 10A,21,pcs.,182.02,SKF Distributor Inc
WLD-2126,flux core wire e71t-1 3.2mm x 5kg,44,Each,32.60,SKF Distributor Inc
BRG-1021,Angular Contact Bearing 6208,14,Pcs,74.62,Swagelok Authorized
GSK-1661,Graphite Gasket 2in 150#,152,ea,53.09,McMaster Supply Co
ELB-1501,Reducing Elbow 3in,16,ea,81.81,Fastenal Direct
PIP-1453,  Copper Tube Type L 3in x 6m ,19,EA,286.22,ABB Sales Division
MTR-1838,Gear Motor 20HP,9,pcs,783.57,Parker Hannifin
FLT-1801,Fuel Filter 1 Micron,29,ea.,53.87,McMaster Supply Co
FLG-1543,Threaded Flange 6in 300#,36,Pcs,185.74,Parker Hannifin
GSK-1651,ptfe envelope gasket 8in 150#,188,Each,45.72,SKF Distributor Inc
ELC-2044,Circuit Breaker 160A,46,Each,204.58,SKF Distributor Inc
BLT-1106,hex bolt m20x100,787,pcs,0.79,ABB Sales Division
SLV-1932,Shaft Key 40mm,3,Pieces,241.15,SKF Distributor Inc
WSH-1349,Fender Washer 1in,6481,Each,0.79,McMaster Supply Co
PRS-1683,Pressure Gauge 0-500psi,10,pcs,389.96,Grainger Industrial
NUT-1247,Wing Nut 5/8in,2435,Pieces,1.77,McMaster Supply Co
PIP-1442,CPVC Pipe 1in x 6m,25,Pieces,178.01,McMaster Supply Co
SLV-1946,Mechanical Seal 25mm,20,Pcs,92.00,ABB Sales Division
WSH-1324,SPRING WASHER M16,3010,ea.,0.96,McMaster Supply Co
BLT-1172,Anchor Bolt M10x40,3015,ea,0.11,McMaster Supply Co
NUT-1203,Hex Nut M12,1311,pcs.,2.22,Georg Fischer Piping
FLT-1793,Hydraulic Filter Element 50 Micron,100,Pcs,31.36,Parker Hannifin
WSH-1324,spring washer m16,940,ea,0.96,ABB Sales Division
HSE-1738,Hydraulic Fitting 1/4in x 1m,42,ea,163.44,ABB Sales Division
HSE-1767,Hydraulic Filter 1/4in,33,ea,273.06,Grainger Industrial
HSE-1739,Hydraulic Fitting 3/8in x 2m,38,Pieces,276.01,Grainger Industrial
HSE-1739,Hydraulic Fitting 3/8in x 2m,38,Pieces,276.01,Grainger Industrial
PRS-1698,Flow Meter 0-150C,13,Each,297.32,Swagelok Authorized
PRS-1708,Level Transmitter 4in line,20,Pcs,384.28,ABB Sales Division
PRS-1708,Level Transmitter 4in line,20,Pcs,384.28,ABB Sales Division
NUT-1225,Flange Nut M20,9174,ea,1.77,Swagelok Authorized
WLD-2111,Welding Rod E7018 1.0mm x 15kg,100,pcs,35.82,Fastenal Direct
PMP-1901,Booster Pump 1.5in 7.5HP,1,EA,6981.51,Parker Hannifin
FLG-1539,Threaded Flange 4in 150#,95,Pcs,39.38,ABB Sales Division
FLG-1539,Threaded Flange 4in 150#,95,Pcs,39.38,ABB Sales Division
HSE-1769,HYDRAULIC FILTER 1/2IN,49,pcs.,109.90,Parker Hannifin
MTR-1866,Explosion Proof Motor 10HP,5,Pcs,3225.40,ABB Sales Division
FLT-1791,Hydraulic Filter Element 10 Micron,9,Pcs,16.81,Georg Fischer Piping
ELB-1484,Long Radius Elbow 90deg 2in,117,ea.,19.83,Georg Fischer Piping
PIP-1438,PVC PIPE SCH40 4IN X 6M,180,ea.,155.03,SKF Distributor Inc
PIP-1453,Copper Tube Type L 3in x 6m,183,ea,205.53,McMaster Supply Co
SLV-1938,Shaft Seal 25mm,22,EA,284.06,Swagelok Authorized
BRG-1067,Pillow Block Bearing NU210,298,pcs.,44.83,McMaster Supply Co
PMP-1871,Centrifugal Pump 1.5in 7.5HP,3,pcs,7682.77,McMaster Supply Co
NUT-1222,Flange Nut M10,6450,ea,1.94,Swagelok Authorized
VLV-1611,Diaphragm Valve 1.5in,13,Each,648.83,Fastenal Direct
SLV-1907,Shaft Sleeve 30mm,21,ea.,129.86,Parker Hannifin
VLV-1573,globe valve 3in,7,EA,170.44,Fastenal Direct
PRS-1725,RTD Sensor PT100 0-500psi,12,EA,80.23,Fastenal Direct
PRS-1683,Pressure Gauge 0-500psi,29,Each,432.91,Parker Hannifin
BRG-1013,Tapered Roller Bearing 30206,306,Pcs,12.06,Swagelok Authorized
PIP-1444,CPVC Pipe 2in x 6m,82,ea,191.06,Fastenal Direct
LUB-1954,Bearing Grease 400g,34,EA,269.70,SKF Distributor Inc
FLG-1536,Threaded Flange 1in 150#,55,ea,184.14,SKF Distributor Inc
PMP-1900,Booster Pump 1in 5HP,4,Pcs,3385.83,SKF Distributor Inc
NUT-1295,T-Nut M20,5817,Pieces,2.06,McMaster Supply Co
MTR-1861,Explosion Proof Motor 1HP,7,ea,2745.04,SKF Distributor Inc
BLT-1133,Flange Bolt M10x50,397,Pcs,4.71,McMaster Supply Co
NUT-1276,Weld Nut 1/2in,3735,Pcs,0.45,Grainger Industrial
BLT-1112,Socket Head Cap Screw M10x40,679,Pcs,2.96,Swagelok Authorized
MTR-1828,Electric Motor 3Phase 20HP,2,EA,3335.15,Parker Hannifin
BLT-1101,Hex Bolt M8x30,1139,Each,2.49,Fastenal Direct
BRG-1009,Deep Groove Ball Bearing UC205,337,pcs,16.52,Swagelok Authorized
BRG-1099,Flanged Bearing Unit UC205,461,Pieces,117.97,McMaster Supply Co
ELB-1466,Elbow 90deg 1in,30,ea,39.36,ABB Sales Division
VLV-1626,Solenoid Valve 1in,17,Pcs,774.32,McMaster Supply Co
VLV-1631,Solenoid Valve 6in,46,ea.,743.97,Georg Fischer Piping
VLV-1631,Solenoid Valve 6in,46,ea.,743.97,Georg Fischer Piping
LUB-1974,chain lubricant 400g,32,Pcs,254.31,Georg Fischer Piping
WSH-1376,Sealing Washer 1/2in,5012,Pcs,0.77,Georg Fischer Piping
HSE-1757,Hydraulic Pump 3/4in x 3m,13,Each,279.01,Swagelok Authorized
ELC-2078,Cable Gland 16A,24,EA,70.33,Georg Fischer Piping
ELC-2039,Circuit Breaker 25A,33,ea,276.19,Parker Hannifin
PRS-1708,Level Transmitter 4in line,13,pcs,89.89,Fastenal Direct
SLV-1910,Shaft Sleeve 60mm,38,ea.,202.98,McMaster Supply Co
BLT-1106,HEX BOLT M20X100,4780,Each,4.70,Fastenal Direct
HSE-1773,Quick Disconnect Coupling 3/4in x 3m,17,EA,648.42,Georg Fischer Piping
FLG-1514,Slip-On Flange 3in 150#,7,ea,245.05,Fastenal Direct
FLG-1532,Socket Weld Flange 6in 150#,28,ea,175.95,SKF Distributor Inc
PMP-1882,Gear Pump 1in 5HP,3,Each,7502.84,Parker Hannifin
ELC-2076,TERMINAL BLOCK 160A,42,ea,137.20,McMaster Supply Co
FLG-1508,Weld Neck Flange 6in 150#,81,Each,15.02,Georg Fischer Piping
ELB-1481,Long Radius Elbow 90deg 3/4in,84,Pcs,83.98,Swagelok Authorized
ELB-1481,Long Radius Elbow 90deg 3/4in,84,Pcs,83.98,Swagelok Authorized
SLV-1950,Mechanical Seal 60mm,10,ea.,187.19,Georg Fischer Piping
ELC-2075,terminal block 100a,17,Pcs,266.17,Parker Hannifin
SLV-1944,Shaft Seal 80mm,32,pcs,215.04,Georg Fischer Piping
PIP-1418,Carbon Steel Pipe SCH80 1in x 6m,193,Pcs,60.87,Fastenal Direct
MTR-1850,Stepper Motor 0.5HP,7,ea.,3294.29,Georg Fischer Piping
NUT-1276,Weld Nut 1/2in,4411,Each,2.82,SKF Distributor Inc
NUT-1228,Flange Nut 3/4in,8227,ea.,2.53,Georg Fischer Piping
VLV-1564,Gate Valve 2in,19,Pcs,30.10,SKF Distributor Inc
PRS-1717,Thermocouple Type K 0-200psi,24,Pcs,54.46,McMaster Supply Co
MTR-1847,Servo Motor 15HP,1,Pcs,2380.85,Parker Hannifin
GSK-1668,Kammprofile Gasket 2in 150#,116,ea,50.56,McMaster Supply Co
BLT-1196,Lag Bolt M20x100,1629,pcs,5.20,Grainger Industrial
ELB-1502,  Reducing Elbow 4in ,153,Pcs,60.65,Parker Hannifin
PIP-1416,CARBON STEEL PIPE SCH80 1/2IN X 6M,50,EA,188.80,Georg Fischer Piping
ORG-1996,o-ring buna-n 75mm id,342,pcs.,3.10,Grainger Industrial
VLV-1618,Relief Valve 1in,16,EA,351.96,SKF Distributor Inc
WLD-2105,Welding Rod E6010 1.0mm x 15kg,54,Pcs,23.67,Grainger Industrial
VLV-1631,Solenoid Valve 6in,4,ea,340.58,ABB Sales Division
NUT-1285,Acorn Nut M20,7941,ea.,1.91,Grainger Industrial
VLV-1554,Ball Valve Full Port 1in,31,ea,233.81,ABB Sales Division
ELB-1464,Elbow 90deg 1/2in,159,ea.,16.01,Georg Fischer Piping
SLV-1937,Shaft Key 100mm,19,pcs.,94.09,Grainger Industrial
NUT-1280,ACORN NUT M6,2377,ea.,2.17,Fastenal Direct
GSK-1646,  PTFE Envelope Gasket 1in 150# ,112,Pieces,40.11,SKF Distributor Inc
GSK-1646,  PTFE Envelope Gasket 1in 150# ,112,Pieces,40.11,SKF Distributor Inc
ELC-2069,Terminal Block 10A,14,Each,357.27,Georg Fischer Piping
NUT-1285,Acorn Nut M20,9905,Pieces,1.09,McMaster Supply Co
VLV-1565,Gate Valve 3in,34,Pcs,416.14,Parker Hannifin
BRG-1065,pillow block bearing 7208,308,EA,72.14,Georg Fischer Piping
NUT-1288,acorn nut 3/4in,8343,Pcs,0.62,Fastenal Direct
SLV-1923,Shaft Collar 30mm,16,Pieces,91.02,Parker Hannifin
WSH-1366,TAB WASHER 1/2IN,2578,pcs.,0.11,Fastenal Direct
PMP-1893,Peristaltic Pump 4in 25HP,4,EA,1667.10,Parker Hannifin
BLT-1123,Carriage Bolt M10x50,1554,pcs,6.02,SKF Distributor Inc
FLG-1548,Lap Joint Flange 6in 150#,38,EA,15.02,McMaster Supply Co
FLG-1542,Threaded Flange 4in 300#,43,Each,271.41,SKF Distributor Inc
FLT-1789,  Air Filter Element 1 Micron ,86,Each,82.38,ABB Sales Division
PMP-1878,Diaphragm Pump 2in 10HP,1,EA,7550.46,McMaster Supply Co
BLT-1173,Anchor Bolt M10x50,3317,pcs.,3.34,Georg Fischer Piping
FLG-1530,  Socket Weld Flange 3in 150# ,26,Each,112.56,Swagelok Authorized
WSH-1318,Lock Washer 3/4in,2289,Pcs,1.46,ABB Sales Division
GSK-1657,Rubber Gasket 6in 150#,25,EA,55.80,SKF Distributor Inc
NUT-1208,Hex Nut 3/4in,6092,ea,2.60,ABB Sales Division
NUT-1211,Lock Nut Nylon Insert M8,9226,pcs.,0.65,Swagelok Authorized
PIP-1415,SS Pipe SCH10 6in x 6m,189,ea.,70.45,SKF Distributor Inc
VLV-1577,Check Valve Swing 3/4in,3,Pcs,375.89,ABB Sales Division
NUT-1243,  Wing Nut M12 ,9197,ea.,2.25,Parker Hannifin
HSE-1741,Hydraulic Fitting 3/4in x 3m,10,EA,560.34,Parker Hannifin
WSH-1345,Fender Washer M20,2106,Each,1.05,McMaster Supply Co
BLT-1164,Stud Bolt M12x60,3445,EA,7.32,McMaster Supply Co
MTR-1832,Gear Motor 2HP,6,ea,1173.50,Georg Fischer Piping
WLD-2120,TIG Rod ER308L 3.2mm x 5kg,8,ea.,34.77,Swagelok Authorized
WSH-1339,Belleville Washer 1in,9395,ea,0.11,Fastenal Direct
BLT-1156,U-Bolt M20x100,512,Pcs,2.27,Grainger Industrial
GSK-1661,Graphite Gasket 2in 150#,47,ea,50.12,SKF Distributor Inc
WSH-1342,FENDER WASHER M10,5141,ea.,0.29,Parker Hannifin
ELC-2048,Contactor 32A,45,pcs.,40.71,Georg Fischer Piping
ELC-2095,Push Button Switch 25A,36,ea,151.02,Swagelok Authorized
WSH-1326,Spring Washer 1/2in,2895,ea.,0.25,Grainger Industrial
WSH-1336,Belleville Washer 1/2in,5349,Pcs,0.72,Fastenal Direct
PIP-1412,SS Pipe SCH10 2in x 6m,95,ea,243.47,Parker Hannifin
NUT-1260,Cage Nut M6,317,Pcs,2.28,Swagelok Authorized
VLV-1627,Solenoid Valve 1.5in,33,ea.,308.63,McMaster Supply Co
BRG-1008,Deep Groove Ball Bearing 51105,377,Pcs,86.54,Parker Hannifin
WSH-1396,Copper Washer 1/2in,7871,Pcs,0.05,Parker Hannifin
VLV-1623,Relief Valve 6in,13,Each,210.26,Parker Hannifin
WLD-2108,Welding Rod E7018 3.2mm x 5kg,48,Each,74.26,Georg Fischer Piping
SLV-1929,Shaft Collar 100mm,27,Each,131.17,Georg Fischer Piping
HSE-1758,  Hydraulic Pump 1in x 5m ,16,Each,61.60,ABB Sales Division
HSE-1771,Quick Disconnect Coupling 3/8in x 2m,21,Each,158.88,Georg Fischer Piping
BRG-1046,Thrust Ball Bearing 22210,41,Pcs,23.13,Swagelok Authorized
FLG-1526,Blind Flange 4in 300#,67,EA,24.51,McMaster Supply Co
FLT-1793,hydraulic filter element 50 micron,42,pcs,30.15,McMaster Supply Co
HSE-1751,Hydraulic Cylinder 1/4in,45,Pieces,375.31,McMaster Supply Co
ELC-2085,Junction Box 10A,40,Pieces,195.37,Parker Hannifin
HSE-1753,hydraulic cylinder 1/2in,11,Pcs,402.40,Georg Fischer Piping
SLV-1921,Shaft Coupling 100mm,30,Pcs,158.38,Grainger Industrial
WSH-1352,Wave Washer M10,8298,pcs.,0.20,Parker Hannifin
ELB-1490,Street Elbow 90deg 1in,172,pcs.,75.71,Grainger Industrial
WSH-1305,Flat Washer M20,7454,Pieces,1.81,Grainger Industrial
HSE-1776,quick disconnect coupling 3/8in,4,Pcs,184.80,SKF Distributor Inc
ORG-1992,O-Ring Buna-N 25mm ID,311,Each,34.76,ABB Sales Division
FLG-1539,Threaded Flange 4in 150#,100,Pcs,53.19,SKF Distributor Inc
FLG-1539,Threaded Flange 4in 150#,100,Pcs,53.19,SKF Distributor Inc
ELC-2078,Cable Gland 16A,17,ea.,92.00,Parker Hannifin
FLT-1816,Strainer Basket 25 Micron,52,Each,162.02,McMaster Supply Co
FLT-1816,Strainer Basket 25 Micron,52,Each,162.02,McMaster Supply Co
GSK-1645,Ring Joint Gasket 2in 300#,133,Each,5.45,McMaster Supply Co
PIP-1423,carbon steel pipe sch80 6in x 6m,191,Pcs,271.47,McMaster Supply Co
FLT-1784,Air Filter Element 5 Micron,37,pcs.,120.08,ABB Sales Division
BRG-1017,Tapered Roller Bearing NU210,269,pcs.,13.29,Fastenal Direct
BRG-1050,Needle Roller Bearing 6205,43,ea.,60.58,ABB Sales Division
SLV-1923,Shaft Collar 30mm,32,Pcs,101.72,Georg Fischer Piping
VLV-1583,Check Valve Swing 6in,3,pcs.,496.94,SKF Distributor Inc
PRS-1713,Pressure Transmitter 0-300C,8,pcs,431.28,SKF Distributor Inc
BLT-1163,Stud Bolt M10x50,179,Pieces,0.83,McMaster Supply Co
ORG-2019,Oil Seal 50mm ID,56,Each,4.38,Parker Hannifin
MTR-1832,Gear Motor 2HP,1,ea,3008.92,Fastenal Direct
ELC-2050,Contactor 63A,48,ea.,312.61,Parker Hannifin
BLT-1191,Lag Bolt M8x30,4288,Pcs,5.12,ABB Sales Division
LUB-1982,Anti-Seize Compound 20L,30,EA,157.01,McMaster Supply Co
SLV-1946,Mechanical Seal 25mm,33,Each,60.65,Fastenal Direct
NUT-1203,hex nut m12,6587,pcs.,0.34,Grainger Industrial
BLT-1196,LAG BOLT M20X100,426,Each,4.78,ABB Sales Division
HSE-1776,Quick Disconnect Coupling 3/8in,50,Pieces,367.50,Grainger Industrial
LUB-1973,Compressor Oil 200L,42,Pieces,379.83,SKF Distributor Inc
FLG-1515,Slip-On Flange 4in 150#,100,ea,244.82,Fastenal Direct
PIP-1442,CPVC Pipe 1in x 6m,19,Each,318.63,McMaster Supply Co
FLG-1511,Weld Neck Flange 6in 300#,92,Each,113.96,Grainger Industrial
ELC-2071,Terminal Block 25A,35,pcs,313.07,Georg Fischer Piping
BLT-1165,  Stud Bolt M16x80 ,2550,pcs,5.06,Georg Fischer Piping
WSH-1382,Fiber Washer M10,2713,ea,0.33,Fastenal Direct
WSH-1303,Flat Washer M12,4286,ea.,1.93,Georg Fischer Piping
GSK-1671,Kammprofile Gasket 6in 150#,189,Pieces,36.41,Swagelok Authorized
GSK-1671,Kammprofile Gasket 6in 150#,189,Pieces,36.41,Swagelok Authorized
VLV-1592,Needle Valve 1/2in,22,pcs,29.93,SKF Distributor Inc
VLV-1575,globe valve 6in,45,pcs,763.58,SKF Distributor Inc
FLG-1550,Lap Joint Flange 4in 300#,7,Each,188.76,Grainger Industrial
FLG-1550,Lap Joint Flange 4in 300#,7,Each,188.76,Grainger Industrial
NUT-1265,CAGE NUT M20,129,EA,1.70,Swagelok Authorized
PIP-1460,  Chrome Moly Pipe 2in x 6m ,171,pcs,161.39,Fastenal Direct
NUT-1233,Coupling Nut M12,8597,Pieces,1.58,SKF Distributor Inc
BRG-1069,PILLOW BLOCK BEARING UC205,357,pcs,40.70,McMaster Supply Co
ORG-1995,O-Ring Buna-N 50mm ID,392,Pieces,25.84,ABB Sales Division
VLV-1560,Gate Valve 1/2in,13,EA,489.71,ABB Sales Division
ELC-2054,Overload Relay 16A,28,pcs,252.65,Grainger Industrial
ORG-2012,O-Ring Silicone 75mm ID,228,EA,34.07,SKF Distributor Inc
VLV-1616,Relief Valve 1/2in,34,Pieces,129.95,Fastenal Direct
VLV-1553,BALL VALVE FULL PORT 3/4IN,10,Pieces,63.01,ABB Sales Division
WLD-2117,MIG Wire ER70S-6 1.0mm x 15kg,11,EA,113.21,Fastenal Direct
BRG-1089,Cylindrical Roller Bearing UC205,491,pcs.,61.34,Grainger Industrial
SLV-1949,Mechanical Seal 50mm,17,ea,53.08,ABB Sales Division
WSH-1362,Tab Washer M10,9648,ea,0.85,Swagelok Authorized
BRG-1033,SPHERICAL ROLLER BEARING 30206,333,pcs,94.86,Grainger Industrial
WLD-2109,Welding Rod E7018 4.0mm x 5kg,82,ea.,107.21,Georg Fischer Piping
PMP-1871,Centrifugal Pump 1.5in 7.5HP,5,ea,6694.57,ABB Sales Division
BRG-1013,Tapered Roller Bearing 30206,29,pcs.,49.72,Fastenal Direct
PMP-1884,Gear Pump 2in 10HP,5,EA,4370.97,McMaster Supply Co
PMP-1904,Booster Pump 3in 20HP,3,EA,423.65,Swagelok Authorized
BRG-1032,Spherical Roller Bearing 6310,324,Each,64.18,McMaster Supply Co
PRS-1725,RTD Sensor PT100 0-500psi,12,Each,145.18,Georg Fischer Piping
BLT-1150,U-Bolt M6x20,66,ea,5.93,McMaster Supply Co
BRG-1088,  Cylindrical Roller Bearing 51105 ,69,pcs,21.87,SKF Distributor Inc
NUT-1216,Lock Nut Nylon Insert 1/2in,4366,Pieces,1.98,ABB Sales Division
NUT-1215,Lock Nut Nylon Insert M20,5906,pcs.,2.29,Grainger Industrial
NUT-1215,Lock Nut Nylon Insert M20,5906,pcs.,2.29,Grainger Industrial
BLT-1169,Stud Bolt 3/4x4in,2087,EA,7.97,ABB Sales Division
BRG-1072,Self-Aligning Bearing 6310,145,ea,29.02,Fastenal Direct
BRG-1021,Angular Contact Bearing 6208,229,pcs,12.79,McMaster Supply Co
LUB-1981,Anti-Seize Compound 5L,18,Each,81.74,ABB Sales Division
BLT-1177,Anchor Bolt 1/2x2in,4277,EA,4.04,McMaster Supply Co
ELC-2071,  Terminal Block 25A ,12,Pieces,262.49,ABB Sales Division
SLV-1948,Mechanical Seal 40mm,34,Each,256.61,ABB Sales Division
BLT-1116,Socket Head Cap Screw M20x100,2676,EA,3.03,McMaster Supply Co
BLT-1108,Hex Bolt 5/8x3in,1061,pcs.,4.86,Swagelok Authorized
FLT-1804,  Water Filter Cartridge 25 Micron ,62,Each,20.43,Fastenal Direct
VLV-1597,Needle Valve 3in,47,Pieces,379.17,Parker Hannifin
ELC-2069,  Terminal Block 10A ,36,Each,108.87,Parker Hannifin
ORG-2003,O-Ring Viton 50mm ID,138,Pieces,40.00,ABB Sales Division
WSH-1323,  Spring Washer M12 ,282,Pieces,0.40,Georg Fischer Piping
BRG-1091,Flanged Bearing Unit 6208,438,ea,23.67,Fastenal Direct
MTR-1855,stepper motor 7.5hp,8,Each,2948.65,McMaster Supply Co
WSH-1362,Tab Washer M10,8366,pcs,0.26,Fastenal Direct
GSK-1666,Graphite Gasket 2in 300#,121,pcs.,14.93,SKF Distributor Inc
HSE-1750,Hydraulic Cylinder 1in x 5m,43,ea,206.05,McMaster Supply Co
FLG-1531,Socket Weld Flange 4in 150#,57,pcs.,257.21,Parker Hannifin
WLD-2105,Welding Rod E6010 1.0mm x 15kg,84,pcs,67.28,McMaster Supply Co
FLG-1547,Lap Joint Flange 4in 150#,69,EA,33.80,SKF Distributor Inc
WSH-1335,Belleville Washer M20,5530,ea,1.87,McMaster Supply Co
