Item ID,Part Desc,Quantity,Cost Per Unit,Vendor,Department
HSE-1737,Hydraulic Hose 1/2in,41,198.29,Seal & Gasket Warehouse,Engineering
LUB-1968,Gear Oil 200L,31,231.22,Electrical Supply House,Utilities
VLV-1609,Diaphragm Valve 3/4in,10,121.15,Seal & Gasket Warehouse,Quality
BRG-1046,Thrust Ball Bearing 22210,310,111.48,Pump Solutions Ltd,Utilities
NUT-1286,Acorn Nut 1/2in,1804,2.25,Timken Industrial,Quality
BLT-1112,Socket Head Cap Screw M10x40,1515,5.16,National Bolt & Nut,Quality
BRG-1053,Needle Roller Bearing 30206,488,116.30,Pump Solutions Ltd,Production
WSH-1329,Spring Washer 1in,6493,0.66,Pump Solutions Ltd,Utilities
BRG-1040,Thrust Ball Bearing 6205,134,9.85,Pipe & Fitting Co,Utilities
ELB-1503,Reducing Elbow 6in,119,16.09,Valve World Inc,Maintenance
GSK-1641,  Ring Joint Gasket 3in 150# ,60,37.26,Pump Solutions Ltd,Engineering
BLT-1142,  Eye Bolt M10x40 ,3784,0.27,Electrical Supply House,Operations
ELC-2045,Contactor 10A,42,157.13,Pump Solutions Ltd,Maintenance
VLV-1607,Plug Valve 6in,32,466.22,Electrical Supply House,Maintenance
MTR-1838,Gear Motor 20HP,9,2010.97,Seal & Gasket Warehouse,Maintenance
PRS-1708,Level Transmitter 4in line,29,251.42,National Bolt & Nut,Production
NUT-1295,  T-Nut M20 ,5784,0.58,National Bolt & Nut,Engineering
ELB-1472,  Elbow 45deg 1/2in ,113,24.05,Valve World Inc,Quality
GSK-1674,metal jacketed gasket 1in 150#,99,26.04,Pipe & Fitting Co,Operations
PRS-1690,Temperature Gauge 0-500psi,4,310.55,Pipe & Fitting Co,Maintenance
FLG-1537,Threaded Flange 2in 150#,10,258.17,Pump Solutions Ltd,Warehouse
FLG-1549,Lap Joint Flange 2in 300#,26,101.08,Pump Solutions Ltd,Engineering
BLT-1196,Lag Bolt M20x100,4205,6.45,Timken Industrial,Maintenance
ELC-2089,Junction Box 40A,19,62.37,Pipe & Fitting Co,Engineering
SLV-1913,Shaft Sleeve 100mm,23,104.20,Pipe & Fitting Co,Operations
PIP-1411,SS Pipe SCH10 1.5in x 6m,137,213.61,Timken Industrial,Production
FLG-1532,Socket Weld Flange 6in 150#,61,173.86,National Bolt & Nut,Quality
PIP-1459,CHROME MOLY PIPE 1.5IN X 6M,34,123.72,SKF Global,Operations
BLT-1100,Hex Bolt M6x20,4455,6.98,National Bolt & Nut,Maintenance
ELC-2058,Overload Relay 63A,7,377.33,SKF Global,Operations
PRS-1724,RTD Sensor PT100 0-200psi,13,208.39,Pipe & Fitting Co,Warehouse
HSE-1731,Hydraulic Hose 3/8in x 2m,29,564.32,Pump Solutions Ltd,Quality
FLT-1783,Oil Filter Element 1 Micron,97,150.18,SKF Global,Engineering
MTR-1864,Explosion Proof Motor 5HP,2,1975.34,Electrical Supply House,Engineering
MTR-1869,Explosion Proof Motor 25HP,7,1062.83,SKF Global,Production
WLD-2111,welding rod e7018 1.0mm x 15kg,61,52.58,National Bolt & Nut,Operations
ORG-2014,Oil Seal 15mm ID,114,37.12,Pipe & Fitting Co,Maintenance
MTR-1863,Explosion Proof Motor 3HP,3,878.26,Seal & Gasket Warehouse,Warehouse
SLV-1931,Shaft Key 30mm,14,296.91,Valve World Inc,Utilities
ORG-2030,V-Ring Seal 15mm ID,370,37.28,SKF Global,Operations
ORG-2030,V-Ring Seal 15mm ID,370,37.28,SKF Global,Operations
NUT-1297,T-NUT 5/8IN,5677,2.17,Valve World Inc,Quality
ELC-2098,Push Button Switch 63A,41,148.14,Seal & Gasket Warehouse,Warehouse
GSK-1668,Kammprofile Gasket 2in 150#,69,63.37,Valve World Inc,Utilities
SLV-1918,Shaft Coupling 60mm,36,27.52,Valve World Inc,Utilities
NUT-1227,Flange Nut 5/8in,6633,2.41,Timken Industrial,Warehouse
BRG-1025,Angular Contact Bearing 7208,151,21.12,National Bolt & Nut,Quality
HSE-1769,Hydraulic Filter 1/2in,4,488.32,Pump Solutions Ltd,Warehouse
BLT-1178,Anchor Bolt 5/8x3in,2488,4.10,SKF Global,Operations
WSH-1353,Wave Washer M12,1627,1.16,Electrical Supply House,Utilities
NUT-1278,Weld Nut 3/4in,4043,2.84,National Bolt & Nut,Production
GSK-1637,Spiral Wound Gasket 8in 150#,176,53.55,Valve World Inc,Engineering
BRG-1032,  Spherical Roller Bearing 6310 ,155,29.77,SKF Global,Utilities
FLG-1551,Lap Joint Flange 6in 300#,51,149.79,Pump Solutions Ltd,Maintenance
NUT-1226,Flange Nut 1/2in,8294,1.33,Pipe & Fitting Co,Warehouse
ELC-2082,Cable Gland 63A,5,210.05,Timken Industrial,Safety
WSH-1396,Copper Washer 1/2in,8056,0.92,Pipe & Fitting Co,Quality
NUT-1229,Flange Nut 1in,5624,1.65,SKF Global,Production
NUT-1274,Weld Nut M16,7134,2.83,Seal & Gasket Warehouse,Operations
LUB-1983,Anti-Seize Compound 200L,21,38.18,SKF Global,Production
GSK-1639,Ring Joint Gasket 1in 150#,80,46.24,Pump Solutions Ltd,Safety
PMP-1891,Peristaltic Pump 2in 15HP,3,6891.90,SKF Global,Utilities
GSK-1646,PTFE Envelope Gasket 1in 150#,108,37.11,SKF Global,Quality
NUT-1233,COUPLING NUT M12,5986,1.48,Timken Industrial,Warehouse
WSH-1345,fender washer m20,2635,0.29,Valve World Inc,Safety
NUT-1230,Coupling Nut M6,9447,0.07,Valve World Inc,Warehouse
SLV-1906,Shaft Sleeve 25mm,36,138.03,Valve World Inc,Engineering
LUB-1978,Chain Lubricant 200L,46,436.17,SKF Global,Maintenance
BLT-1133,Flange Bolt M10x50,2307,2.74,SKF Global,Safety
GSK-1667,Kammprofile Gasket 1in 150#,48,37.93,Seal & Gasket Warehouse,Maintenance
PRS-1703,Level Transmitter 0-200psi,27,297.75,Valve World Inc,Utilities
PRS-1703,Level Transmitter 0-200psi,27,297.75,Valve World Inc,Utilities
GSK-1659,Rubber Gasket 2in 300#,111,50.24,SKF Global,Warehouse
HSE-1750,  Hydraulic Cylinder 1in x 5m ,46,577.17,National Bolt & Nut,Safety
WSH-1359,Wave Washer 1in,4250,1.95,Pump Solutions Ltd,Engineering
WSH-1359,Wave Washer 1in,4250,1.95,Pump Solutions Ltd,Engineering
SLV-1910,Shaft Sleeve 60mm,21,186.35,Pipe & Fitting Co,Safety
VLV-1599,Needle Valve 6in,12,739.36,National Bolt & Nut,Operations
WSH-1337,Belleville Washer 5/8in,4232,1.02,Pump Solutions Ltd,Utilities
SLV-1933,Shaft Key 50mm,25,211.38,Pump Solutions Ltd,Production
ELB-1475,Elbow 45deg 1.5in,189,20.15,Electrical Supply House,Operations
BRG-1041,Thrust Ball Bearing 6208,36,30.39,Pump Solutions Ltd,Production
BLT-1179,Anchor Bolt 3/4x4in,183,5.81,Timken Industrial,Safety
MTR-1844,Servo Motor 5HP,9,1587.20,SKF Global,Maintenance
PRS-1727,RTD Sensor PT100 0-300C,30,279.72,Pump Solutions Ltd,Safety
VLV-1601,Plug Valve 3/4in,41,461.68,Timken Industrial,Engineering
LUB-1970,Compressor Oil 1kg,20,69.42,Seal & Gasket Warehouse,Warehouse
ELC-2056,Overload Relay 32A,32,338.61,Valve World Inc,Engineering
ELB-1503,Reducing Elbow 6in,106,25.22,Valve World Inc,Utilities
FLG-1539,Threaded Flange 4in 150#,87,138.80,National Bolt & Nut,Maintenance
WSH-1364,Tab Washer M16,8295,0.32,SKF Global,Maintenance
NUT-1285,Acorn Nut M20,6693,1.03,Pipe & Fitting Co,Safety
BRG-1078,  Self-Aligning Bearing 51105 ,12,94.91,Electrical Supply House,Production
GSK-1650,PTFE Envelope Gasket 6in 150#,16,15.34,SKF Global,Quality
WSH-1332,Belleville Washer M10,7482,1.71,Pipe & Fitting Co,Engineering
PRS-1729,RTD SENSOR PT100 4IN LINE,18,31.18,Timken Industrial,Engineering
MTR-1838,gear motor 20hp,2,3149.29,Timken Industrial,Engineering
SLV-1917,Shaft Coupling 50mm,7,27.42,Electrical Supply House,Operations
VLV-1627,  Solenoid Valve 1.5in ,35,145.65,Pipe & Fitting Co,Safety
VLV-1627,  Solenoid Valve 1.5in ,35,145.65,Pipe & Fitting Co,Safety
ORG-2026,LIP SEAL 40MM ID,471,6.63,Pump Solutions Ltd,Operations
WSH-1391,Copper Washer M8,8657,1.30,Valve World Inc,Production
GSK-1652,PTFE Envelope Gasket 2in 300#,105,60.01,Pump Solutions Ltd,Quality
NUT-1239,Coupling Nut 1in,1483,1.95,National Bolt & Nut,Warehouse
SLV-1938,Shaft Seal 25mm,40,250.82,National Bolt & Nut,Maintenance
VLV-1581,  Check Valve Swing 3in ,9,266.47,Electrical Supply House,Utilities
VLV-1603,Plug Valve 1.5in,17,228.52,National Bolt & Nut,Warehouse
PIP-1462,Chrome Moly Pipe 4in x 6m,174,168.34,SKF Global,Safety
NUT-1282,Acorn Nut M10,971,0.14,Seal & Gasket Warehouse,Utilities
ELC-2059,Overload Relay 100A,42,323.12,Pipe & Fitting Co,Quality
BLT-1140,Eye Bolt M6x20,2671,7.50,SKF Global,Utilities
FLT-1797,Fuel Filter 10 Micron,20,43.33,Pump Solutions Ltd,Safety
SLV-1914,Shaft Coupling 25mm,21,12.62,Seal & Gasket Warehouse,Safety
MTR-1845,Servo Motor 7.5HP,7,1032.04,Pump Solutions Ltd,Utilities
BLT-1136,Flange Bolt M20x100,4738,5.45,Timken Industrial,Maintenance
BLT-1178,Anchor Bolt 5/8x3in,2395,6.47,Electrical Supply House,Quality
BLT-1198,Lag Bolt 5/8x3in,4180,7.34,Timken Industrial,Warehouse
GSK-1659,Rubber Gasket 2in 300#,130,36.92,Seal & Gasket Warehouse,Warehouse
GSK-1659,Rubber Gasket 2in 300#,130,36.92,Seal & Gasket Warehouse,Warehouse
MTR-1831,Gear Motor 1HP,5,367.53,Pump Solutions Ltd,Maintenance
BLT-1185,Structural Bolt M16x80,3479,3.40,Valve World Inc,Engineering
WSH-1339,Belleville Washer 1in,2257,0.85,Seal & Gasket Warehouse,Quality
BRG-1036,Spherical Roller Bearing 22210,232,26.50,Timken Industrial,Quality
PIP-1460,chrome moly pipe 2in x 6m,63,83.78,Electrical Supply House,Quality
PMP-1879,Diaphragm Pump 2in 15HP,2,2741.69,SKF Global,Maintenance
NUT-1280,Acorn Nut M6,6195,1.41,Seal & Gasket Warehouse,Maintenance
LUB-1979,anti-seize compound 400g,35,372.41,Electrical Supply House,Quality
BLT-1180,STRUCTURAL BOLT M6X20,107,5.43,Valve World Inc,Engineering
NUT-1222,Flange Nut M10,3329,1.97,Timken Industrial,Warehouse
NUT-1222,Flange Nut M10,3329,1.97,Timken Industrial,Warehouse
PMP-1900,Booster Pump 1in 5HP,1,7864.88,Valve World Inc,Operations
PMP-1900,Booster Pump 1in 5HP,1,7864.88,Valve World Inc,Operations
BLT-1137,FLANGE BOLT 1/2X2IN,1041,2.85,Pump Solutions Ltd,Production
PIP-1460,Chrome Moly Pipe 2in x 6m,33,156.65,Timken Industrial,Production
FLT-1794,hydraulic filter element 100 micron,64,80.07,Pipe & Fitting Co,Utilities
BLT-1189,  Structural Bolt 3/4x4in ,1768,0.34,SKF Global,Quality
BRG-1060,pillow block bearing 6205,98,55.68,SKF Global,Quality
PIP-1449,Copper Tube Type L 3/4in x 6m,137,62.99,Pump Solutions Ltd,Safety
ELB-1472,  Elbow 45deg 1/2in ,191,13.72,Pump Solutions Ltd,Production
FLT-1778,Oil Filter Element 5 Micron,61,59.43,Pump Solutions Ltd,Safety
ELC-2084,CABLE GLAND 160A,7,89.12,Seal & Gasket Warehouse,Operations
LUB-1984,Penetrating Oil 400g,7,135.42,Valve World Inc,Utilities
NUT-1226,Flange Nut 1/2in,2671,1.72,SKF Global,Maintenance
NUT-1244,Wing Nut M16,8064,0.95,SKF Global,Quality
FLT-1819,Strainer Basket 1 Micron,20,164.07,Valve World Inc,Warehouse
BRG-1021,Angular Contact Bearing 6208,469,48.80,SKF Global,Quality
BLT-1125,Carriage Bolt M16x80,364,7.77,Seal & Gasket Warehouse,Production
LUB-1972,Compressor Oil 20L,29,41.11,Valve World Inc,Engineering
BRG-1017,Tapered Roller Bearing NU210,488,87.20,Pipe & Fitting Co,Maintenance
WSH-1336,Belleville Washer 1/2in,2397,0.56,Pipe & Fitting Co,Safety
ORG-2032,V-Ring Seal 25mm ID,457,11.51,Pump Solutions Ltd,Warehouse
WSH-1342,Fender Washer M10,4667,0.89,Electrical Supply House,Utilities
BLT-1105,Hex Bolt M16x80,2700,3.26,Seal & Gasket Warehouse,Engineering
FLT-1815,STRAINER BASKET 10 MICRON,6,76.47,Electrical Supply House,Operations
LUB-1963,Hydraulic Oil 200L,37,443.85,Pump Solutions Ltd,Warehouse
PIP-1436,PVC Pipe SCH40 2in x 6m,137,234.89,SKF Global,Engineering
BRG-1079,Self-Aligning Bearing UC205,91,97.50,National Bolt & Nut,Maintenance
BRG-1016,Tapered Roller Bearing 22210,204,114.34,Pump Solutions Ltd,Warehouse
BLT-1144,Eye Bolt M12x60,199,0.65,Valve World Inc,Maintenance
NUT-1254,Castle Nut M16,7457,1.37,Seal & Gasket Warehouse,Warehouse
LUB-1967,Gear Oil 20L,30,395.74,Electrical Supply House,Safety
LUB-1967,Gear Oil 20L,26,300.48,Electrical Supply House,Operations
BRG-1062,  Pillow Block Bearing 6310 ,340,85.11,Valve World Inc,Quality
ORG-2015,Oil Seal 20mm ID,354,36.93,SKF Global,Utilities
WSH-1329,Spring Washer 1in,6828,0.39,Electrical Supply House,Warehouse
ELC-2099,Push Button Switch 100A,46,243.07,Electrical Supply House,Safety
NUT-1217,Lock Nut Nylon Insert 5/8in,6279,1.52,National Bolt & Nut,Quality
NUT-1257,Castle Nut 5/8in,4353,1.07,Seal & Gasket Warehouse,Engineering
BLT-1108,Hex Bolt 5/8x3in,4559,3.82,Valve World Inc,Engineering
FLT-1785,Air Filter Element 10 Micron,17,112.72,Seal & Gasket Warehouse,Engineering
PRS-1698,Flow Meter 0-150C,2,281.73,Valve World Inc,Maintenance
WSH-1327,Spring Washer 5/8in,9992,0.19,National Bolt & Nut,Operations
MTR-1838,Gear Motor 20HP,4,1461.73,Valve World Inc,Maintenance
BLT-1165,Stud Bolt M16x80,53,5.29,Electrical Supply House,Operations
ELB-1494,Street Elbow 90deg 4in,179,43.20,Pipe & Fitting Co,Utilities
FLG-1520,Blind Flange 1in 150#,29,261.48,Timken Industrial,Quality
ORG-2025,Lip Seal 30mm ID,11,24.65,Pipe & Fitting Co,Utilities
GSK-1679,  Metal Jacketed Gasket 8in 150# ,111,23.44,Pipe & Fitting Co,Warehouse
NUT-1285,Acorn Nut M20,1560,2.29,Pump Solutions Ltd,Utilities
WLD-2109,Welding Rod E7018 4.0mm x 5kg,77,85.14,Pipe & Fitting Co,Operations
PMP-1890,Peristaltic Pump 2in 10HP,1,506.82,Pipe & Fitting Co,Engineering
WSH-1394,copper washer m16,147,0.13,National Bolt & Nut,Production
PRS-1706,LEVEL TRANSMITTER 0-300C,18,217.58,Pipe & Fitting Co,Engineering
WSH-1347,Fender Washer 5/8in,8392,1.06,Pump Solutions Ltd,Operations
WSH-1321,Spring Washer M8,4319,0.18,Valve World Inc,Quality
PRS-1691,Temperature Gauge 0-150C,19,388.69,SKF Global,Warehouse
ELC-2044,Circuit Breaker 160A,38,206.28,Pipe & Fitting Co,Maintenance
VLV-1617,relief valve 3/4in,7,537.08,Pipe & Fitting Co,Quality
ELC-2098,Push Button Switch 63A,37,239.43,National Bolt & Nut,Maintenance
BLT-1153,U-Bolt M10x50,4531,5.69,Pump Solutions Ltd,Quality
BLT-1170,Anchor Bolt M6x20,2352,2.92,National Bolt & Nut,Utilities
SLV-1942,shaft seal 60mm,26,215.08,Pump Solutions Ltd,Quality
FLT-1795,Hydraulic Filter Element 1 Micron,98,143.78,Electrical Supply House,Maintenance
PIP-1416,  Carbon Steel Pipe SCH80 1/2in x 6m ,14,320.91,Electrical Supply House,Engineering
ELC-2087,Junction Box 25A,45,216.50,SKF Global,Maintenance
FLG-1516,Slip-On Flange 6in 150#,65,131.12,National Bolt & Nut,Safety
NUT-1286,Acorn Nut 1/2in,133,2.65,SKF Global,Safety
BLT-1131,Flange Bolt M8x30,3758,4.83,National Bolt & Nut,Operations
SLV-1908,Shaft Sleeve 40mm,14,105.62,Pump Solutions Ltd,Quality
BLT-1168,Stud Bolt 5/8x3in,1180,2.31,Valve World Inc,Operations
WSH-1391,copper washer m8,5603,1.52,Timken Industrial,Safety
GSK-1669,Kammprofile Gasket 3in 150#,64,63.19,Electrical Supply House,Maintenance
NUT-1208,Hex Nut 3/4in,4681,1.22,Seal & Gasket Warehouse,Warehouse
MTR-1847,  Servo Motor 15HP ,10,368.74,National Bolt & Nut,Warehouse
NUT-1288,Acorn Nut 3/4in,4788,0.35,Seal & Gasket Warehouse,Quality
PRS-1712,Pressure Transmitter 0-150C,8,154.15,Valve World Inc,Warehouse
SLV-1922,Shaft Collar 25mm,14,157.67,Valve World Inc,Safety
GSK-1661,Graphite Gasket 2in 150#,195,42.55,Pump Solutions Ltd,Utilities
SLV-1925,shaft collar 50mm,27,67.87,Timken Industrial,Utilities
VLV-1622,Relief Valve 4in,17,577.54,Pipe & Fitting Co,Operations
PRS-1684,Pressure Gauge 0-150C,3,366.98,Timken Industrial,Warehouse
NUT-1220,flange nut m6,3015,0.84,National Bolt & Nut,Maintenance
BRG-1007,DEEP GROOVE BALL BEARING NU210,459,100.57,Pipe & Fitting Co,Utilities
BRG-1007,DEEP GROOVE BALL BEARING NU210,459,100.57,Pipe & Fitting Co,Utilities
PRS-1713,Pressure Transmitter 0-300C,25,280.76,Pipe & Fitting Co,Warehouse
BRG-1007,Deep Groove Ball Bearing NU210,300,11.38,National Bolt & Nut,Safety
ELC-2050,Contactor 63A,27,358.37,Timken Industrial,Engineering
LUB-1954,Bearing Grease 400g,9,183.21,SKF Global,Utilities
PRS-1723,RTD Sensor PT100 0-100psi,7,207.93,Valve World Inc,Safety
BLT-1136,Flange Bolt M20x100,54,3.29,National Bolt & Nut,Production
FLG-1529,SOCKET WELD FLANGE 2IN 150#,15,44.72,SKF Global,Production
BLT-1115,Socket Head Cap Screw M16x80,3559,6.60,Electrical Supply House,Maintenance
PIP-1432,PVC Pipe SCH40 1/2in x 6m,55,253.29,SKF Global,Engineering
WSH-1371,Sealing Washer M8,779,0.19,Timken Industrial,Engineering
VLV-1607,Plug Valve 6in,50,279.75,National Bolt & Nut,Engineering
PIP-1405,  Steel Pipe SCH40 3in x 6m ,195,251.20,Seal & Gasket Warehouse,Safety
HSE-1749,Hydraulic Cylinder 3/4in x 3m,45,445.67,Timken Industrial,Engineering
SLV-1939,SHAFT SEAL 30MM,36,141.82,Valve World Inc,Quality
WSH-1358,Wave Washer 3/4in,270,1.10,Pump Solutions Ltd,Maintenance
VLV-1584,  Butterfly Valve 1/2in ,39,600.38,Electrical Supply House,Maintenance
WSH-1304,Flat Washer M16,4775,0.22,Pipe & Fitting Co,Engineering
ELC-2062,Control Transformer 16A,23,371.00,Pump Solutions Ltd,Engineering
NUT-1241,Wing Nut M8,6501,0.23,Electrical Supply House,Utilities
ORG-2016,Oil Seal 25mm ID,472,5.99,Pipe & Fitting Co,Utilities
ORG-2016,Oil Seal 25mm ID,472,5.99,Pipe & Fitting Co,Utilities
SLV-1924,Shaft Collar 40mm,36,48.10,Pipe & Fitting Co,Maintenance
ORG-2027,Lip Seal 50mm ID,136,37.98,Electrical Supply House,Maintenance
FLG-1504,Weld Neck Flange 1in 150#,27,226.00,Electrical Supply House,Production
WSH-1329,Spring Washer 1in,2313,0.55,Pipe & Fitting Co,Maintenance
NUT-1277,Weld Nut 5/8in,9546,0.43,National Bolt & Nut,Warehouse
WSH-1370,Sealing Washer M6,6524,0.62,Pump Solutions Ltd,Maintenance
LUB-1984,  Penetrating Oil 400g ,4,343.84,Pump Solutions Ltd,Production
PRS-1688,Temperature Gauge 0-100psi,15,90.26,Pipe & Fitting Co,Quality
ELC-2094,Push Button Switch 16A,48,276.32,Pipe & Fitting Co,Production
HSE-1773,Quick Disconnect Coupling 3/4in x 3m,23,470.28,Timken Industrial,Quality
FLT-1806,WATER FILTER CARTRIDGE 100 MICRON,100,32.99,National Bolt & Nut,Engineering
NUT-1247,Wing Nut 5/8in,1115,1.51,Pipe & Fitting Co,Utilities
WSH-1394,copper washer m16,3679,0.37,SKF Global,Engineering
ELC-2049,Contactor 40A,33,36.80,National Bolt & Nut,Engineering
PRS-1703,Level Transmitter 0-200psi,30,448.72,Seal & Gasket Warehouse,Utilities
PIP-1432,  PVC Pipe SCH40 1/2in x 6m ,160,229.59,National Bolt & Nut,Engineering
WSH-1394,Copper Washer M16,4672,0.99,Valve World Inc,Operations
FLT-1806,Water Filter Cartridge 100 Micron,91,171.33,Pump Solutions Ltd,Engineering
MTR-1831,Gear Motor 1HP,8,937.27,Electrical Supply House,Operations
BRG-1075,Self-Aligning Bearing 7208,450,27.14,Timken Industrial,Utilities
FLG-1510,Weld Neck Flange 4in 300#,73,73.19,Pipe & Fitting Co,Engineering
SLV-1923,SHAFT COLLAR 30MM,26,137.70,SKF Global,Production
WSH-1342,Fender Washer M10,928,1.93,National Bolt & Nut,Engineering
BRG-1077,Self-Aligning Bearing NU210,199,75.11,Valve World Inc,Production
PIP-1458,Chrome Moly Pipe 1in x 6m,32,343.53,Pump Solutions Ltd,Production
GSK-1637,Spiral Wound Gasket 8in 150#,98,43.37,Valve World Inc,Warehouse
SLV-1920,Shaft Coupling 80mm,30,141.90,Seal & Gasket Warehouse,Maintenance
PIP-1424,Galvanized Pipe 1/2in x 6m,58,135.11,Pipe & Fitting Co,Production
BLT-1193,Lag Bolt M10x50,3203,7.84,Seal & Gasket Warehouse,Engineering
VLV-1554,Ball Valve Full Port 1in,33,301.98,Pipe & Fitting Co,Engineering
HSE-1774,Quick Disconnect Coupling 1in x 5m,6,234.55,Timken Industrial,Production
BLT-1155,  U-Bolt M16x80 ,3994,5.44,Pipe & Fitting Co,Quality
HSE-1735,Hydraulic Hose 1/4in,10,649.49,Seal & Gasket Warehouse,Maintenance
WSH-1332,Belleville Washer M10,1566,0.92,Timken Industrial,Utilities
SLV-1944,Shaft Seal 80mm,30,149.48,Electrical Supply House,Production
MTR-1839,Gear Motor 25HP,2,2393.01,Pump Solutions Ltd,Production
BRG-1040,THRUST BALL BEARING 6205,312,65.67,Valve World Inc,Operations
ELB-1471,Elbow 90deg 6in,115,40.92,Pump Solutions Ltd,Safety
FLG-1517,Slip-On Flange 2in 300#,50,21.70,National Bolt & Nut,Operations
BRG-1051,  Needle Roller Bearing 6208 ,172,46.50,SKF Global,Utilities
LUB-1956,Bearing Grease 5L,38,272.17,Pump Solutions Ltd,Safety
NUT-1290,T-Nut M6,4697,1.15,Pump Solutions Ltd,Utilities
PMP-1898,Screw Pump 3in 20HP,5,433.55,National Bolt & Nut,Utilities
BRG-1020,Angular Contact Bearing 6205,423,89.20,National Bolt & Nut,Production
PMP-1873,Centrifugal Pump 2in 15HP,1,5715.49,Electrical Supply House,Production
PIP-1443,CPVC Pipe 1.5in x 6m,73,175.45,SKF Global,Utilities
PIP-1412,SS Pipe SCH10 2in x 6m,19,91.06,SKF Global,Operations
WLD-2129,Flux Core Wire E71T-1 1.0mm x 15kg,77,39.57,SKF Global,Warehouse
NUT-1283,ACORN NUT M12,408,2.88,National Bolt & Nut,Safety
HSE-1773,Quick Disconnect Coupling 3/4in x 3m,32,98.83,National Bolt & Nut,Maintenance
ORG-2026,Lip Seal 40mm ID,150,14.31,Pipe & Fitting Co,Production
BRG-1004,Deep Groove Ball Bearing 30208,233,113.50,National Bolt & Nut,Utilities
ELB-1478,Elbow 45deg 4in,90,51.73,Pipe & Fitting Co,Engineering
NUT-1226,Flange Nut 1/2in,2869,2.54,Pump Solutions Ltd,Maintenance
WSH-1344,fender washer m16,1087,1.09,National Bolt & Nut,Operations
WSH-1324,Spring Washer M16,7629,0.48,National Bolt & Nut,Quality
WSH-1391,Copper Washer M8,6519,1.58,Pump Solutions Ltd,Engineering
BLT-1103,HEX BOLT M10X50,3585,5.39,Timken Industrial,Engineering
GSK-1664,Graphite Gasket 6in 150#,87,59.98,Pipe & Fitting Co,Quality
HSE-1740,Hydraulic Fitting 1/2in x 3m,50,77.62,Pipe & Fitting Co,Safety
HSE-1740,Hydraulic Fitting 1/2in x 3m,50,77.62,Pipe & Fitting Co,Safety
FLG-1533,Socket Weld Flange 2in 300#,72,191.91,SKF Global,Quality
BRG-1089,Cylindrical Roller Bearing UC205,148,99.01,Electrical Supply House,Utilities
NUT-1215,Lock Nut Nylon Insert M20,7510,2.59,Timken Industrial,Warehouse
WSH-1367,tab washer 5/8in,1917,0.65,Pipe & Fitting Co,Safety
PIP-1434,PVC Pipe SCH40 1in x 6m,199,280.66,Valve World Inc,Operations
FLT-1809,Bag Filter 10 Micron,91,120.06,National Bolt & Nut,Operations
SLV-1931,Shaft Key 30mm,16,169.80,Seal & Gasket Warehouse,Maintenance
PRS-1702,Level Transmitter 0-100psi,8,157.24,Electrical Supply House,Engineering
BLT-1154,U-Bolt M12x60,3219,3.47,Electrical Supply House,Warehouse
BLT-1153,  U-Bolt M10x50 ,1082,7.71,Electrical Supply House,Quality
ORG-2019,Oil Seal 50mm ID,289,32.54,Seal & Gasket Warehouse,Utilities
WLD-2125,Flux Core Wire E71T-1 2.5mm x 5kg,38,79.59,Pipe & Fitting Co,Operations
NUT-1292,T-Nut M10,1684,2.12,Timken Industrial,Maintenance
HSE-1740,HYDRAULIC FITTING 1/2IN X 3M,10,50.82,Pump Solutions Ltd,Warehouse
FLG-1532,Socket Weld Flange 6in 150#,92,109.32,Timken Industrial,Utilities
ORG-1991,O-Ring Buna-N 20mm ID,228,28.13,National Bolt & Nut,Engineering
PRS-1708,LEVEL TRANSMITTER 4IN LINE,25,104.97,Pipe & Fitting Co,Utilities
ELC-2087,Junction Box 25A,17,190.26,National Bolt & Nut,Maintenance
BLT-1134,Flange Bolt M12x60,4275,5.64,Electrical Supply House,Utilities
VLV-1578,Check Valve Swing 1in,37,318.51,Seal & Gasket Warehouse,Safety
